ID,COMMENT,CLASSE
3700,We shouldn’t care either. Climate Scam!,scrollTriggerFade section UNDEFINED
3701,It just sucks they don’t care. Kylie is back on insta with her bs selfies and her stupid cosmetic line that no one uses anymore,scrollTriggerFade section CELEBRITIES
3702,lmao drake taking a flight for a 30 min drive. ridiculous,scrollTriggerFade section UNDEFINED
3703,HOW DO THEY GET THE WORLDS RESOURCES OPPORTUNITIES FAME AND ALSO GET TO RUIN THE EARTH THEY REALLY ON VILLAIN SHIT,scrollTriggerFade section POLLUTION
3704,100%. Or at least the companies that gift them these planes should also be setting up carbon offset schemes.,scrollTriggerFade section UNDEFINED
3705,@Poosh THERE ARE PEOPLE THAT ARE DIEING @Kim Kardashian @Kourtney Kardashian Barker come get your sister,scrollTriggerFade section UNDEFINED
3706,But also how much was the carbon offset for kourts wedding. Everyone flew in PJs to Europe. @Poosh we wanna know.,scrollTriggerFade section POLLUTION
3707,I can confirm France and England are on fire was just there for two weeks and those people don’t have AC!,scrollTriggerFade section UNDEFINED
3708,we lose 200 animals to extinction everyday due to climate change/loss of habitat. and they just don't even care..,scrollTriggerFade section UNDEFINED
3709,Limiting meat consumption is also a good idea,scrollTriggerFade section EVERYDAY
3710,And the smallest percentage of taxes :),scrollTriggerFade section RICH
3711,There should be laws prohibiting this behaviorb,scrollTriggerFade section RICH
3712,EAT THE RICH,scrollTriggerFade section RICH
3713,Eat the rich,scrollTriggerFade section RICH
3714,EAT THE RICH,scrollTriggerFade section RICH
3715,Eat them!,scrollTriggerFade section RICH
3716,Eat them,scrollTriggerFade section RICH
3717,Eat them,scrollTriggerFade section RICH
3718,it’s gas + commercial fishing 😒,scrollTriggerFade section POLLUTION
3719,I hope Kim’s warehouse with all of her one of a kind designer outfits burns down in a wildfire.,scrollTriggerFade section CELEBRITIES
3720,not to mention disabled people who need single use plastics,scrollTriggerFade section RICH
3721,Kim and Kylie are CEOs!,scrollTriggerFade section CELEBRITIES
3722,UK IS LITERALLY MELTING,scrollTriggerFade section POLLUTION
3723,all I heard was eat the rich😏,scrollTriggerFade section RICH
3724,People are never gonna wake up lol,scrollTriggerFade section RICH
3725,And they will be the first to eat while we all starve.,scrollTriggerFade section RICH
3726,Are they all flying to Mars when mama Earth explodes or what?,scrollTriggerFade section UNDEFINED
3727,We only talk about the developed world. I wonder how it is in poorer nations.,scrollTriggerFade section POLLUTION
3728,Omg not the chickpeas!!!!!!! We must do something now!!!!,scrollTriggerFade section EVERYDAY
3729,If y’all had the money y’all would do it too,scrollTriggerFade section RICH
3730,That’s why Kylie keeps posting so she can take the heat off all that. Everyone is wondering why she’s “so active” why do u fkn think??,scrollTriggerFade section UNDEFINED
3731,where is the energy for big corporations and fossil fuel companies who have done the most damage?,scrollTriggerFade section UNDEFINED
3732,I’m not saying kill the rich but….,scrollTriggerFade section RICH
3733,The problem is even if there’s any penalizations it’s all monetary and therefore has no impact on them,scrollTriggerFade section POLLUTION
3734,The companies that gift them planes might have thin margins. If we made them pay for the carbon offsets and the planes they might do something 🤷🏻‍♀️,scrollTriggerFade section UNDEFINED
3735,"I don't understand how people can look up to these people. They are so Out of touch, Greedy, & Narcissistic. 🤢🤮",scrollTriggerFade section RICH
3736,More of this! The more people know! Y’all doing the lords works,scrollTriggerFade section RICH
3737,These people dgaf,scrollTriggerFade section RICH
3738,"Then people need to wake up and stop supporting that stupid family, and people like them.",scrollTriggerFade section RICH
3739,thank God I use Putlocker and don't give celebrities any of my money 😮‍💨🥴,scrollTriggerFade section UNDEFINED
3740,YOU KNOW HOW THEY'RE BURNING THOSE FOOD PLANTS MAYBE IF THOSE PRIVATE JETS WENT UP ON FIRE,scrollTriggerFade section UNDEFINED
3741,but drake’s was 5x worse… you just hate them for being them,scrollTriggerFade section CELEBRITIES
3742,There’s a video on Drake too …,scrollTriggerFade section CELEBRITIES
3743,I don’t understand why people worship these a holes,scrollTriggerFade section RICH
3744,I wish nothing but the worst for the Kardashians truly,scrollTriggerFade section CELEBRITIES
3745,The richest people are the worst polluters,scrollTriggerFade section RICH
3746,Why the hell do people worship these people and defend their actions? I will never understand.,scrollTriggerFade section RICH
3747,Or at least make them pay carbon offsets like my god,scrollTriggerFade section UNDEFINED
3748,"They wanna burn carbon, so we will burn the rich 😁",scrollTriggerFade section UNDEFINED
3749,Who the hell is defending the Kardashians? Like yeah I am being mean to them. As we all should. They are leeches on our society’s,scrollTriggerFade section UNDEFINED
3750,"We cannot make them change but we can change ourselves! Stop bying their products, following them on socials, wathing their show, clicking news abt",scrollTriggerFade section POLLUTION
3751,HAMILTON TO TORONTO ?!?!?!!? WHAAAAAAAAT BRO THATS MOT EVEN A 1 HR DRIVE I HATE DRAKE,scrollTriggerFade section CELEBRITIES
3752,"It’s awful, I hate when people stan ang celeb or billionaire ugh!",scrollTriggerFade section UNDEFINED
3753,"We have to stop following these people, stop giving them the attention that makes them wealthy",scrollTriggerFade section RICH
3754,"They 100% don’t care. And please keep attacking the Kardashians, they suck on so many levels",scrollTriggerFade section CELEBRITIES
3755,this is why I honestly dc about celebrities and anyone glorifying them makes me cringe lol,scrollTriggerFade section CELEBRITIES
3756,Yes stop following and engaging with these people. Stop buying their products!!,scrollTriggerFade section RICH
3757,My ass been recycling since birth…. 25 years and I’m still stressed,scrollTriggerFade section EVERYDAY
3758,"preach babes. fuck em all, don’t understand why anyone would idolize these people",scrollTriggerFade section RICH
3759,this. the carbon footprint of the average person isn't even that much. big companies and billionaires are the real issue.,scrollTriggerFade section UNDEFINED
3760,I also always think about the elaborate birthday parties that they throw for their children with all the decorations in the food. I know damn well all,scrollTriggerFade section EVERYDAY
3761,@Kylie Jenner @Kim Kardashian @Drake check yourselves!👏,scrollTriggerFade section CELEBRITIES
3762,nooo drake 😭,scrollTriggerFade section CELEBRITIES
3763,While I'm not defending celebrities aren't the actual producer of most emissions corporations?,scrollTriggerFade section UNDEFINED
3764,"Why is no one talking about Flyod?! Henderson is literally las vegas. Those freeways are not as packed as you think. Thats a 30 min drive, Tops!",scrollTriggerFade section CELEBRITIES
3765,They don’t care. They value being “elite” over the planet. They don’t realize they are leaving NOWHERE for their kids to live with their billions of $,scrollTriggerFade section UNDEFINED
3766,"Legit this is why I didn’t get a hybrid. My little gas car doesn’t matter in comparison to this. Also to replace a hybrid battery it’s $8,000.",scrollTriggerFade section UNDEFINED
3767,this is gonna be the audio clip on a new episode of the kardashians with kim sobbing on the phone saying THEY THINK IM A BAD PERSON 😩,scrollTriggerFade section CELEBRITIES
3768,Force via public perception on their consumption fuelled lifestyle,scrollTriggerFade section UNDEFINED
3769,Neither would you if you could fly private,scrollTriggerFade section ROUTINE
3770,What i don’t understand is why did the govt allow just anyone with money to get private jet planes 😅,scrollTriggerFade section UNDEFINED
3771,There not gonna care until they (the top 1%) have to build underground bunker to survive the world they killed,scrollTriggerFade section POLLUTION
3772,There would be gun control really quick if these billionaires were getting shut up instead of elementary schools …,scrollTriggerFade section RICH
3773,Hamilton to Toronto wtf 🙃🙃🙃,scrollTriggerFade section CELEBRITIES
3774,Drake’s 5 TONS 🙄. He act like he’s talented enough to do that and we wouldn’t care,scrollTriggerFade section UNDEFINED
3775,"Meanwhile, I feel absolutely awful when I forget to recycle a coffee cup. 😡",scrollTriggerFade section EVERYDAY
3776,"Yes, start shaming the rich. Stop shaming the poor",scrollTriggerFade section RICH
3777,We make them change! Stop buying their brands,scrollTriggerFade section UNDEFINED
3778,I’m literally so sick of rich people,scrollTriggerFade section RICH
3779,"THEY DONT CARE. Exactly. That’s what I’m always trying to remind people. These people that the public hype up, give zero shits.",scrollTriggerFade section RICH
3780,bet the kardashians care that it will be published bc as long as people talk about them they are happy doesnt matter if ppl talk shit 🙄,scrollTriggerFade section UNDEFINED
3781,We need to stop supporting celebrities! We need to hold them accountable ALL DAY EVERYDAY!,scrollTriggerFade section CELEBRITIES
3782,Meanwhile in San Diego they have sprinkler systems to water the fucking succulents alongside the freeways like there isn’t a drought in SoCal,scrollTriggerFade section EVERYDAY
3783,"I just hate that people take this as ""so I should stop caring"" rather than ""we should demand accountability"".",scrollTriggerFade section RICH
3784,They don’t care because who can do anything? Who is going to hold them accountable? People like that face 0 consequences for their selfish actions,scrollTriggerFade section UNDEFINED
3785,"Weird tho how everyone is attacking the female celebs when Drake is the biggest polluter by far, according to your graph at least",scrollTriggerFade section CELEBRITIES
3786,This is just a random sample of short flights in a month this is nowhere near how many flights these people have taken this week let alone their total,scrollTriggerFade section RICH
3787,"it's okay, i limit my shower time to 5 minutes for Kim Kardashian. I'm doing my part",scrollTriggerFade section CELEBRITIES
3788,@cass_kumah bruh drake really flew from Hamilton to Toronto that’s fucked,scrollTriggerFade section CELEBRITIES
3789,No literally I haven’t seen a healthy shallot in grocery stores for months… our food sources are getting fucked,scrollTriggerFade section EVERYDAY
3790,I study food insecurity in the context of climate change…it’s about to get really bad,scrollTriggerFade section UNDEFINED
3791,Literally no one likes the QEW but holy crap Drake. Drive.,scrollTriggerFade section CELEBRITIES
3792,Fuck paper straws fr. I'm gonna keep using my plastic straws honestly. I care but like our individual sacrifices are so meaningless at this point,scrollTriggerFade section EVERYDAY
3793,Yet airports have planes coming in an out 24 hours a day every single day for our convenience. The fuck is the difference. Should we all start walking,scrollTriggerFade section UNDEFINED
3794,Private planes are 40x worse than commercial flights,scrollTriggerFade section ROUTINE
3795,Lets talk about how they can write off the cost of their private jet on their taxes as well!! Yet teachers cant write off classroom supplies!! 🙃,scrollTriggerFade section RICH
3796,I don’t understand why people only gang up on ONE celebrity. Instead we should all pay attention to celeb flights twitter account and shame all of the,scrollTriggerFade section UNDEFINED
3797,And I’m over here sorting the plastic cork from the milk carton,scrollTriggerFade section EVERYDAY
3798,They don’t have to care. That’s what we pay the government for. Y’all are mad at the wrong people.,scrollTriggerFade section RICH
3799,these flights are for maintenance on planes or moving them to a different location for storage. nobody is on them. stay out rich people responsibilit,scrollTriggerFade section UNDEFINED
3800,This is why you shouldn't be so eager to defend and believe celebrities regarding anything.,scrollTriggerFade section CELEBRITIES
3801,Maybe let’s just call for a ban on private jets,scrollTriggerFade section POLLUTION
3802,@Kylie Jenner @Kim Kardashian @Kylie Cosmetics,scrollTriggerFade section UNDEFINED
3803,@kyliejenner @kyliecosmetics @kylieskin @kimkardashian @kimandnorth @,scrollTriggerFade section CELEBRITIES
3804,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
3805,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
3806,@kyliejenner,scrollTriggerFade section CELEBRITIES
3807,@kyliejenner,scrollTriggerFade section CELEBRITIES
3808,@kyliejenner,scrollTriggerFade section CELEBRITIES
3809,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
3810,@kyliejenner,scrollTriggerFade section CELEBRITIES
3811,@Kim Kardashian,scrollTriggerFade section CELEBRITIES
3812,@Kim and North @Kim Kardashian @Kylie Jenner,scrollTriggerFade section CELEBRITIES
3813,@Kylie Jenner @Kim Kardashian @Drake @Floyd Mayweather,scrollTriggerFade section CELEBRITIES
3814,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
3815,@Kim Kardashian @Kylie Jenner 👀,scrollTriggerFade section CELEBRITIES
3816,@kimkardashian @khloékardashian @kyliejenner @kardashianshulu,scrollTriggerFade section CELEBRITIES
3817,@Kim Kardashian @Kylie Jenner,scrollTriggerFade section CELEBRITIES
3818,@Kim Kardashian,scrollTriggerFade section CELEBRITIES
3819,@Kim Kardashian,scrollTriggerFade section CELEBRITIES
3820,"I agree, but we if we care about the planet, we should all be doing our bit to limit our carbon footprints. It can't always be someone else's fault.",scrollTriggerFade section POLLUTION
3821,So basically every 10 minutes is 1 ton,scrollTriggerFade section CELEBRITIES
3822,@Kylie Jenner why why why,scrollTriggerFade section CELEBRITIES
3823,they are generating a lot more revenue (which is taxed and creates jobs) then the avg tiktoker. it off sets if our tax dollars were put to use.,scrollTriggerFade section RICH
3824,if you put even one seconds worth of thought or research into this you wouldn't have posted this video... you think a plane makes 1 tonne of carbon...,scrollTriggerFade section POLLUTION
3825,also straws make up only like 0.03% of the ocean pollution,scrollTriggerFade section UNDEFINED
3826,meanwhile they call each other out on their show for using straws and leather while they water their giant gardens,scrollTriggerFade section EVERYDAY
3827,ok but how about coal burning plants? in comparison it's way bigger issue than airplanes and there's green solution to this,scrollTriggerFade section UNDEFINED
3828,Billionaires should be taxed!,scrollTriggerFade section RICH
3829,"53%...let that sink in, 53% of total carbon emissions are from the 1%. I can’t remember the direct source but it’s a fairly recent statistic.",scrollTriggerFade section POLLUTION
3830,"Kylie had like the lowest one, what about drake",scrollTriggerFade section CELEBRITIES
3831,"I don’t drive, walk everywhere I can, recycle, use less heating in the winter by using blankets etc if I can, use paper straws, use as little plastic",scrollTriggerFade section UNDEFINED
3832,"Australia keeps having floods and wild fires, we are running low on fruit & veg cause our crops are being flooded and we are about to go into 1)",scrollTriggerFade section POLLUTION
3833,Large factories also contribute to pollution . It’s not one thing but all of it combined.,scrollTriggerFade section POLLUTION
3834,These aren’t the people we should be thinking about. It’s the oil companies and their like not people like Drake.,scrollTriggerFade section UNDEFINED
3835,Public perception will never impact oil companies but it might with celebrities. Just doing what we can with the tools available,scrollTriggerFade section UNDEFINED
3836,And half of Australia is under water.,scrollTriggerFade section EVERYDAY
3837,i agree but it doesn't make the plastic straw argument valid. Look what straws did to the oceans and the animals! reducing plastic waste is necessary!,scrollTriggerFade section EVERYDAY
3838,"They aren’t killing it, they’re just contributing as you said. We’re all killing the world, stopping the top won’t slow down the low.",scrollTriggerFade section POLLUTION
3839,Think there needs to be a HUGE tax on carbon emissions grossly above median per capita emissions. They need to pay us back for the damage they cause,scrollTriggerFade section UNDEFINED
3840,whats sad is even if they got taxed or charged for these things they STILL wouldnt care bc they have so much money it unaffects them.,scrollTriggerFade section RICH
3841,Their entire lifestyle is glorified. Those massive houses? Think about how much energy/water is used to maintain those properties??? Come on now…,scrollTriggerFade section UNDEFINED
3842,I love the kardashians but literally get someone to drive u 40 fkn minutes.,scrollTriggerFade section CELEBRITIES
3843,Also why defend them? Why do people defend and make excuses? They don’t care about you. You’re not in the same league as them. Why worship them?,scrollTriggerFade section RICH
3844,"Bro our governments leaders are signing contracts for more non renewable fossil fuels and you're here like ""these celebrities are killing the world""",scrollTriggerFade section UNDEFINED
3845,"if we can ban straws, we can ban private jets!! ban private jets. 1st class on planes is good enough",scrollTriggerFade section UNDEFINED
3846,WHY are these people not held accountable my gosh it’s utterly soul destroying when you do everything you can and then you get people like this…,scrollTriggerFade section RICH
3847,meanwhile i feel like crying every time i'm standing in the middle of the grocery store desperately trying to find food that's not wrapped in plastic,scrollTriggerFade section EVERYDAY
3848,Don’t you think part of the issue is “celebrity” in general? These people want privacy. We shouldn’t put em on a pedestal / reward them for what?,scrollTriggerFade section UNDEFINED
3849,So we’re not just pissing on the kardashians when Drake also took an 18min flight worth 5 tons of CO2?😂,scrollTriggerFade section UNDEFINED
3850,I have a Drake video too,scrollTriggerFade section CELEBRITIES
3851,in2019 ExxonMobil had equivalent emissions of 730million tons of CO2. Yes the celebs shouldn't be doing this but there are bigger fish to look out for,scrollTriggerFade section UNDEFINED
3852,"The government is killing the environment and crops. All of it is so corrupt. And you’re right, they don’t care",scrollTriggerFade section RICH
3853,I work as a flight coordinator for a private jet company in CA. It’s WAY more than celebrities. It’s a huge industry.,scrollTriggerFade section UNDEFINED
3854,can we begin calling them climate terrorists? they know what they’re doing,scrollTriggerFade section POLLUTION
3855,Hahaha you think celebs are the problem. Look in to how feral India and china are. There’s no point doing anything until they sort themselves out,scrollTriggerFade section UNDEFINED
3856,I don’t care either 😁 this is hilariously weird that people have this level of hatred… why not hold this energy for India and China? Performative.,scrollTriggerFade section UNDEFINED
3857,time to eat the rich,scrollTriggerFade section RICH
3858,shit poor people say,scrollTriggerFade section RICH
3859,Drakes literally going to and from HAMILTON 🤮🤮 why bro? Like take a helicopter or small plane. You don’t need to flex while going the pits of hell,scrollTriggerFade section CELEBRITIES
3860,Canada has been on fire for 8 years and I have never seen any American make a stink about any green house emissions until Kylie Jenner and the UK,scrollTriggerFade section UNDEFINED
3861,"Most of us don’t care. Only you and Greta care. Unless India and China care, anything done in the US is inconsequential.",scrollTriggerFade section POLLUTION
3862,"@Kim Kardashian @Kylie Jenner how about instead of asking Instagram to do better, you do better instead?",scrollTriggerFade section CELEBRITIES
3863,literally no respect for people who enjoy their nonsense brand of entertainment,scrollTriggerFade section RICH
3864,And why does anyone have to be nice to the Kardashians?,scrollTriggerFade section CELEBRITIES
3865,Just gonna say that we light up the kardashian women because of some internalized misogyny. Let’s keep all the mens names in our mouths too,scrollTriggerFade section CELEBRITIES
3866,Who cares though. If the planet goes to shit then so be it,scrollTriggerFade section POLLUTION
3867,Omg people need to shut up. Please list everything you do everyday to minimise your imprint on the planet so I can judge you - thanks,scrollTriggerFade section UNDEFINED
3868,KENNY CHESNEY???,scrollTriggerFade section CELEBRITIES
3869,UK and FR are the least of the ones affected. southern + eastern europe and part of the african continent are on fire and suffering massive draught.,scrollTriggerFade section POLLUTION
3870,"👍🏼 It’s okay to hate the Kardashians not only for carbon emissions, BUT ALSO “just because” Two of these reasons can exist at the same time",scrollTriggerFade section UNDEFINED
3871,Don’t eat at McDonald’s or any fast food for starters. Fast food is the leading contributor to climate change,scrollTriggerFade section UNDEFINED
3872,Eat the rich,scrollTriggerFade section RICH
3873,"""you're only doing this bc is the Kardashian"" this argument happened last month with the British royal family 🤡 the rich don't care",scrollTriggerFade section UNDEFINED
3874,FUCK thIs level of entitlement @Kim Kardashian,scrollTriggerFade section CELEBRITIES
3875,Y’all have got to stop buying what these celebs are selling,scrollTriggerFade section CELEBRITIES
3876,Eat the rich!,scrollTriggerFade section RICH
3877,"Kim claiming she's 80% vegan, but destrois the planet with irrelevant flights... 17 min? How long could a car drive take 🤦‍♀️",scrollTriggerFade section UNDEFINED
3878,are we forgeting india and china???,scrollTriggerFade section POLLUTION
3879,"I was never a fan, but now chickpeas are involved? FUCK THOSE DICKWADS!!! TAKE CARE OF THE DELICIOUS GARBONZOS 😡😡😡",scrollTriggerFade section UNDEFINED
3880,Yes. But then compare them to industrial scale pollution.,scrollTriggerFade section POLLUTION
3881,Eat the rich!,scrollTriggerFade section RICH
3882,Carbon counting was a BP marketing scam to push blame onto people. Theres no evidence for carbon causing climage change and youre presenting examples,scrollTriggerFade section UNDEFINED
3883,When we say eat the rich . . . This is who we’re talking about,scrollTriggerFade section RICH
3884,maybe the whole point of this video is to be specifically anti-kardashian/jenner but why did we not immediately come for drake and mark w*hlberg lol,scrollTriggerFade section CELEBRITIES
3885,Eat the RICH,scrollTriggerFade section RICH
3886,Its really funny how the kartrashians and the musk have cult members that will do anything to defend someone they have never met 😂,scrollTriggerFade section CELEBRITIES
3887,Eat the rich,scrollTriggerFade section RICH
3888,"Well I do hate the Kardashians, but for these exact reasons.",scrollTriggerFade section CELEBRITIES
3889,@Kylie Jenner @kimkardashian y’all rly leaving no world for ur kids to live in huh,scrollTriggerFade section UNDEFINED
3890,I also do not care. And won’t change.,scrollTriggerFade section POLLUTION
3891,"Stop worshipping celebrities they do not care, the rest of us will pay the price for global warming and they won’t",scrollTriggerFade section UNDEFINED
3892,"Force them to care? Honey, they’ll just pay to not be forced lol.",scrollTriggerFade section RICH
3893,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
3894,Stop supporting these celebrities @Kim Kardashian,scrollTriggerFade section CELEBRITIES
3895,not my responsibility to make my life harder while they are flying for 5 minutes.,scrollTriggerFade section UNDEFINED
3896,"now do the corporations, since over 70% of climate pollution is caused by a handful of companies.",scrollTriggerFade section UNDEFINED
3897,We need to en masse reject these individuals from our culture. They only exist because we give them attention stop giving him attention,scrollTriggerFade section CELEBRITIES
3898,how do they calculate how much carbon is produced?,scrollTriggerFade section POLLUTION
3899,Do better @Kylie Jenner,scrollTriggerFade section CELEBRITIES
3900,Henderson to Las Vegas bruhhh,scrollTriggerFade section CELEBRITIES
3901,They want is to eat bugs so that they can have everything nice!!😳😳😳,scrollTriggerFade section RICH
3902,@Kim Kardashian @Kylie Jenner @Kylie Cosmetics @Khloé Kardashian @Kourtney Kardashian Barker,scrollTriggerFade section UNDEFINED
3903,Camarillo to van nuys is only about an 1 my goodness. What she doing in van nuys anyway?,scrollTriggerFade section CELEBRITIES
3904,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
3905,@Floyd Mayweather @Kylie Jenner @Kenny Chesney @Kim Kardashian,scrollTriggerFade section CELEBRITIES
3906,but people keep buying their products to support them 🙄,scrollTriggerFade section RICH
3907,@kimkardashian @kyliejenner @4shur @kennychesney @floydmayweather,scrollTriggerFade section CELEBRITIES
3908,They are killing us. The earth will reclaim what we took from her!,scrollTriggerFade section POLLUTION
3909,And they are trying to distract the public with Kylie and Travis Wedding like have people forgotten that people died at his concert???,scrollTriggerFade section UNDEFINED
3910,"whilst i appreciate how frustrating the inequality of emissions is, i think that it is appropriate for people to begin to live more sustainably, bc",scrollTriggerFade section UNDEFINED
3911,@kimkardashian @kyliejenner,scrollTriggerFade section CELEBRITIES
3912,but then they'll post a commercial about global warming and some of these blind fans will die to get a autograph from them ..ugh 🤡,scrollTriggerFade section CELEBRITIES
3913,Drake and mark 😳,scrollTriggerFade section CELEBRITIES
3914,I’m going to stop buying their shit I hope others do too. They’re spending money on stupid shit like this and they don’t care,scrollTriggerFade section RICH
3915,What do u suggest we do if they won’t even bat an eye at their fans let alone ordinary working people,scrollTriggerFade section UNDEFINED
3916,Wasn’t it release that Kourtney used like 240% of water too?😅 None of them care,scrollTriggerFade section UNDEFINED
3917,Kenny… so disappointed,scrollTriggerFade section CELEBRITIES
3918,not kenny😫,scrollTriggerFade section CELEBRITIES
3919,They’ll never not have access to food. THEY DONT CARE.,scrollTriggerFade section EVERYDAY
3920,They don’t give a shit cause when the Earth goes to shit. They are gonna live on the last little piece inhabitable land.,scrollTriggerFade section POLLUTION
3921,I'm just wondering if all of these are actually the celebs seen flying or it could be flights for maintenance/storage,scrollTriggerFade section UNDEFINED
3922,"I don’t mean to sound like I’m defending them, but genuinely curious— how should they be fly? Commercial may not be the way. So I’m unsure!",scrollTriggerFade section ROUTINE
3923,I don’t see nobody in the comments tagging @Kim Kardashian @Kylie Jenner @Drake @Floyd Mayweather like do y’all really wanna call them out or talk?,scrollTriggerFade section CELEBRITIES
3924,I won’t watch anything or buy anything that has to do with Kardashians. Greedy entitled family.,scrollTriggerFade section CELEBRITIES
3925,And the rich all probably have paid for spaces in bunkers when the world ends and we all burn,scrollTriggerFade section UNDEFINED
3926,We can all thank Trump for giving a tax refund on the depreciation of a Jet so long as you fly them TWICE in a calendar year,scrollTriggerFade section UNDEFINED
3927,I hate the kardashians! And don’t care.,scrollTriggerFade section CELEBRITIES
3928,WHY CALL OUT KYLIE JENNER THEIR ARE SO MANY OTHER PEOPLE ON THE LIST. YOU ARE DOING THIS BECAUSE U HATE THEM,scrollTriggerFade section UNDEFINED
3929,Legit we need to just kill the rich,scrollTriggerFade section RICH
3930,Eat the rich!,scrollTriggerFade section RICH
3931,And yet people keep idolizing these people…,scrollTriggerFade section RICH
3932,"corporate/government/1% gaslighting of the general populous.
nothing you are doing is killing the earth, they are. but they blame you",scrollTriggerFade section UNDEFINED
3933,"If we’re not gonna guillotine these people, the least we could do is throw rotten food at them at events/on the street. Might shame them into changing",scrollTriggerFade section UNDEFINED
3934,@kimkardashian @kyliejenner,scrollTriggerFade section CELEBRITIES
3935,Yes and the water they wast and let’s no talk about all this damn balloon decorations,scrollTriggerFade section EVERYDAY
3936,@Kylie Jenner @Kim Kardashian @Kim and North @Khloé Kardashian,scrollTriggerFade section CELEBRITIES
3937,Why are we still giving these people attention/hype still,scrollTriggerFade section RICH
3938,"but people out here buying their products, going to their concerts, buying tesla, supporting these pieces of shit.",scrollTriggerFade section RICH
3939,Lol and the fact that Kim and her family literally are doomsday preps too. They do not care!,scrollTriggerFade section CELEBRITIES
3940,And people still say we shouldn’t tax the rich 😩,scrollTriggerFade section RICH
3941,It’s the rich who are destroying everything and then turning around and blaming the rest of us for their mess,scrollTriggerFade section RICH
3942,Do you think they’ll really fly commercial haha,scrollTriggerFade section ROUTINE
3943,And you know they are tapping their foot the whole time as if it’s some long ass annoying Uber ride.,scrollTriggerFade section CELEBRITIES
3944,the Floyd Mayweather one is so weird. the Henderson airport is legit about 15 minutes drive to the Las Vegas one. they're both next to the same,scrollTriggerFade section UNDEFINED
3945,"ITS HOLLYWOOD, ladies plssss I’m ready to riot!!! WE HAVE TO STOP GIVING THEM PLATFORMS!!!!! OR IT WILL NEVER ENDDDDDD",scrollTriggerFade section CELEBRITIES
3946,Food shortage doesn’t even effect them because they grow all their own food now 💀,scrollTriggerFade section EVERYDAY
3947,I can’t wait until we stop glorying celebrities and excusing all of their behavior. Their influence is nothing but toxic.,scrollTriggerFade section CELEBRITIES
3948,Am I awful to say we should ban all “for pleasure” flights. If you have to fly for work.ok. But for a vacay or whatever pleasure reason.no. 🫣🫠🙌🏽,scrollTriggerFade section UNDEFINED
3949,if we eat the fucking rich and stop with this famous celebrity bs it's a win win,scrollTriggerFade section UNDEFINED
3950,@kyliejenner and @kimkardashian I'm gonna stop recycling in your honor because why bother. #privatejetisnotaflex,scrollTriggerFade section UNDEFINED
3951,I think most ppl are pressed cause they can’t afford to fly private it has nothing to do with climate change 😂,scrollTriggerFade section UNDEFINED
3952,Who are the people supporting them? I literally DONT UNDERSTAND. WHO IS IT,scrollTriggerFade section RICH
3953,Who's out here defending the Kardashians and why?,scrollTriggerFade section CELEBRITIES
3954,My dream as a kid was to get a private pilot's license. I decided a few years ago that it was no longer appropriate.,scrollTriggerFade section ROUTINE
3955,tax them out of existence,scrollTriggerFade section RICH
3956,Yet people are mad at poor people when the 1% are monopolizing the earth,scrollTriggerFade section RICH
3957,17% of people drive 78% of consumption in the planet.,scrollTriggerFade section UNDEFINED
3958,I seriously wish people would just stop giving these people so much attention .,scrollTriggerFade section RICH
3959,I’m still shocked people follow them and continue to give them a platform. No more people 👏👏👏,scrollTriggerFade section RICH
3960,You have to also look at the big corporations as well. 100 corporations are responsible for 71% of global emissions.,scrollTriggerFade section UNDEFINED
3961,And then there are clowns going after the working/middle class for fly once or twice per year 💀,scrollTriggerFade section ROUTINE
3962,People on ig and Twitter are SO ignorant too they swear that the people who call them out on it are just “haters” or “can’t stand success” smh,scrollTriggerFade section RICH
3963,Nah. The rest of the world will kill it. The developing worth pollutes and will pollute way more as they industrialize.,scrollTriggerFade section POLLUTION
3964,@kimkardashian @kyliejenner y’all really don’t care about innocent lives being ruined by climate change huh,scrollTriggerFade section UNDEFINED
3965,Kenny chesney? How random,scrollTriggerFade section CELEBRITIES
3966,Floyd Mayweather is trash. Henderson and LV are right next to each other. People blend Henderson and LV together.,scrollTriggerFade section UNDEFINED
3967,We could eat them?,scrollTriggerFade section RICH
3968,"Mean to the Kardashians?? Who the fk cares!?? They have always sucked, and this just makes it more obvious",scrollTriggerFade section CELEBRITIES
3969,We can't have plastic straws and bags cause the Kardashitheads need to put it all into thier bodies....,scrollTriggerFade section EVERYDAY
3970,stop calling them 1% just call them billionaire millionaires celerities ext,scrollTriggerFade section RICH
3971,big oil perpetuated this years ago. they knew and lied about climate change back in the 80s. so yes it’s the 1% but it’s fossil fuel corps too,scrollTriggerFade section UNDEFINED
3972,😡 DRAKE!!!,scrollTriggerFade section CELEBRITIES
3973,Maybe doctors need this kind of fast travel but there is no reason why drake cannot drive 40 mins LOL,scrollTriggerFade section CELEBRITIES
3974,I think people say you hate the kardasians because it just showed drake being 5 times worse but you chose to focus on them 😂,scrollTriggerFade section UNDEFINED
